Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclMethodDefault,CountDeclMethodPrivate,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,"CountPathMean-divided-by-1,000,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
AbstractOperatorDesc.java,4.0,0.0,0.0,1.0,1.0,2.0,7.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0,82.0,0.32,0.0,3.8181818181818175,12.0,1.0,1.0909090909090908,2.0,0.0,0.0,0.0,0.0,0.0,1.0
AbstractOutputFormat.java,12.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1.47,1.0,1.0,1.0,0.0,1.5,6.0,0.0,0.0,0.0,0.25,1.0,0.0
AbstractParquetMapInspector.java,10.0,1.0,0.0,3.0,2.0,1.3333333333333333,7.666666666666667,1.0,1.0,0.0,0.0,0.0,10.0,1.6666666666666667,20.666666666666668,0.1,0.0,1.894736842105263,7.0,1.0,3.0,7.0,0.0,0.0,0.0,0.3157894736842105,2.0,0.0
AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,19.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.87,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.91,0.0,4.0,8.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveObjectInspector.java,7.0,0.0,3.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,1.04,1.0,3.0,8.0,1.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,0.0,1.0,1.0,1.0,2.0,17.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractRecordWriter.java,13.0,0.0,1.0,3.0,1.0,2.0,43.0,2.0,1.0,1.0,1.0,5.0,8.0,1.0,85.0,0.21,0.0,3.117647058823529,8.0,0.0,4.235294117647059,13.0,0.0,0.0,0.0,0.7647058823529411,2.0,0.0
AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,5.0,7.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSMBJoinProc.java,41.0,4.0,10.0,4.0,3.0,2.0,49.0,4.0,1.0,0.0,0.0,2.0,12.0,2.0,0.0,0.42,0.0,5.1,8.0,1.0,14.6,31.0,0.0,0.0,0.0,1.4,3.0,1.0
AbstractSSHCommand.java,3.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,82.0,0.38,3.0,5.3,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSSHResult.java,5.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,71.0,0.43,1.0,3.8333333333333335,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSemanticAnalyzerHook.java,4.0,0.0,0.0,1.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.21,3.0,3.0,3.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSerDe.java,11.0,0.0,8.0,1.0,1.0,2.0,12.0,20.0,1.0,0.0,0.0,0.0,2.0,1.0,67.0,2.77,0.0,1.1111111111111112,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.75,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractService.java,9.0,0.0,4.0,1.0,1.0,2.0,12.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,78.0,1.13,1.0,5.0,10.0,1.0,2.1818181818181817,6.0,0.0,0.0,0.0,0.1818181818181818,1.0,0.0
AbstractStorageFormatDescriptor.java,4.0,0.0,0.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractTestAuthorizationApiAuthorizer.java,9.0,0.0,1.0,1.0,1.0,1.9,6.5,0.2,11.0,1.0,0.0,1.0,4.0,1.0,8.8,0.24,0.0,1.761904761904762,15.0,0.0,2.1904761904761907,13.0,0.0,0.0,0.0,0.1428571428571428,2.0,0.0
AbstractTestGenericUDFOPNumeric.java,12.0,1.0,2.0,1.0,1.0,1.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,12.0,12.0,12.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractTestParquetDirect.java,7.0,0.0,0.0,1.0,1.0,1.0,20.0,1.5,3.0,7.0,0.0,1.0,3.0,1.5,66.5,0.15,0.0,9.461538461538462,23.0,0.0,3.076923076923077,9.0,0.0,0.0,0.0,0.2307692307692307,2.0,0.0
AbstractTestPhase.java,10.0,0.0,0.0,1.0,1.0,1.0,29.0,6.0,1.0,3.0,2.0,1.0,2.0,1.0,72.0,0.18,1.0,9.666666666666666,22.0,2.0,9.5,32.0,0.0,0.0,0.0,0.1666666666666666,1.0,0.0
AbstractVectorDesc.java,4.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.43,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloCompositeRowId.java,13.0,3.0,3.0,1.0,1.0,1.0,10.0,0.5,1.0,0.0,0.0,0.0,2.0,4.5,25.0,1.5,1.0,4.0,6.0,6.0,8.333333333333334,11.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
AccumuloConnectionParameters.java,9.0,1.0,2.0,2.0,1.0,1.0,14.5,0.5,1.0,0.0,3.0,0.0,4.0,1.0,35.5,0.35,0.0,4.7727272727272725,15.0,1.0,3.954545454545455,9.0,0.0,0.0,0.0,0.3636363636363636,2.0,0.0
AccumuloHiveConstants.java,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloHiveRow.java,8.0,0.0,0.0,2.0,2.0,1.3333333333333333,9.333333333333334,0.0,2.0,0.0,0.0,0.0,10.0,1.0,22.666666666666668,0.14,0.0,4.545454545454546,15.0,1.0,4.363636363636363,13.0,0.0,0.0,0.0,0.7272727272727273,3.0,0.0
AccumuloPredicateHandler.java,19.0,2.0,5.0,3.0,2.0,1.0,68.0,0.0,1.0,1.0,0.0,2.0,7.0,1.0,54.5,0.36,1.0,6.0,20.0,1.0,12.6,32.0,0.0,0.0,0.0,0.575,2.0,1.0
AccumuloQTestUtil.java,6.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AccumuloRangeGenerator.java,29.0,3.0,6.0,6.0,3.0,1.5,40.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,39.0,0.32,2.0,4.0,9.0,3.0,13.375,23.0,0.0,0.0,0.0,1.375,6.0,0.0
AccumuloRowIdFactory.java,0.0,0.0,0.0,0.0,0.0,1.25,20.75,0.5,1.0,0.0,0.0,0.0,0.0,1.5,30.5,2.11,1.0,3.263157894736842,8.0,0.0,5.789473684210527,17.0,0.0,0.0,0.0,0.2105263157894736,2.0,0.0
AccumuloRowSerializer.java,28.0,3.0,6.0,4.0,2.0,1.0,42.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,36.5,0.36,1.0,7.4,16.0,1.0,14.666666666666666,41.0,0.0,0.0,0.0,0.9333333333333332,4.0,0.0
AccumuloSerDe.java,8.0,1.0,0.0,1.0,1.0,1.25,29.75,0.0,1.0,0.0,0.0,0.0,3.0,1.25,39.75,0.21,0.0,4.2075471698113205,21.0,1.0,6.132075471698113,54.0,0.0,0.0,0.0,0.3584905660377358,2.0,0.0
AccumuloSerDeParameters.java,9.0,1.0,1.0,2.0,1.0,1.0,20.5,0.0,1.0,2.0,0.0,0.0,4.0,1.5,39.5,0.29,0.0,4.222222222222222,14.0,1.0,3.2962962962962963,8.0,0.0,0.0,0.0,0.3703703703703703,2.0,0.0
AccumuloStorageHandler.java,15.0,1.0,1.0,3.0,1.0,2.0,39.5,0.0,1.0,0.0,0.0,0.0,9.0,1.5,71.5,0.16,0.0,3.6666666666666665,14.0,0.0,8.277777777777779,21.0,0.0,0.0,0.0,0.4444444444444444,4.0,0.0
AccumuloTestSetup.java,19.0,2.0,0.0,2.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,50.0,0.22,1.0,8.0,15.0,2.0,10.333333333333334,19.0,0.0,0.0,1.0,1.3333333333333333,2.0,0.0
AcidCompactionHistoryService.java,5.0,0.0,0.0,1.0,1.0,1.5,9.5,0.0,2.0,0.0,0.0,1.0,2.0,1.5,0.0,0.36,0.0,1.8,4.0,1.0,2.8,8.0,0.0,0.0,0.0,0.2,1.0,0.0
AcidHouseKeeperService.java,5.0,0.0,0.0,1.0,1.0,1.5,9.5,0.0,2.0,0.0,0.0,1.0,2.0,1.5,0.0,0.45,0.0,2.4,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.2,1.0,0.0
AcidInputFormat.java,6.0,0.0,1.0,1.0,1.0,1.3333333333333333,6.666666666666667,0.0,6.0,0.0,6.0,0.0,2.0,1.0,39.333333333333336,1.24,0.0,2.6666666666666665,7.0,1.0,4.222222222222222,17.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0
AcidOutputFormat.java,6.0,0.0,3.0,1.0,1.0,2.0,13.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,93.0,0.78,1.0,6.303030303030303,19.0,1.0,1.6363636363636365,4.0,0.0,0.0,0.0,0.1212121212121212,2.0,0.0
AcidTable.java,6.0,0.0,2.0,1.0,1.0,1.3333333333333333,13.333333333333334,0.0,1.0,0.0,3.0,0.0,3.0,1.0,23.666666666666668,0.7,1.0,6.421052631578948,13.0,1.0,6.315789473684211,28.0,0.0,0.0,0.0,0.4210526315789473,3.0,0.0
AcidTableSerializer.java,34.0,3.0,1.0,4.0,1.0,1.0,17.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.3,1.0,3.75,7.0,15.0,21.75,28.0,0.0,0.0,0.0,1.25,3.0,0.0
AcidUtils.java,12.0,0.0,2.0,2.0,1.0,1.2727272727272727,7.636363636363637,0.0,12.0,24.0,7.0,4.0,14.0,1.4545454545454546,8.181818181818182,0.34,0.0,5.0701754385964914,21.0,1.0,6.298245614035087,19.0,0.0,0.0,0.0,0.4736842105263157,3.0,1.0
AddDynamicPartitions.java,10.0,0.0,1.0,3.0,2.0,2.2,11.6,0.0,6.0,3.0,1.0,2.0,14.0,1.4,15.0,0.07,0.0,3.38,11.0,1.0,3.28,19.0,0.0,0.0,0.0,0.56,4.0,1.0
AddIndexEvent.java,4.0,0.0,0.0,1.0,1.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.31,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AddPartitionDesc.java,5.0,0.0,1.0,1.0,1.0,1.25,7.0,0.0,2.0,0.0,2.0,1.0,4.0,1.25,64.5,0.37,1.0,3.3541666666666665,16.0,1.0,2.1666666666666665,30.0,0.0,0.0,0.0,0.1041666666666666,2.0,0.0
AddPartitionEvent.java,7.0,0.0,2.0,1.0,1.0,1.0,7.5,0.0,1.0,0.0,0.0,0.0,3.0,2.0,50.5,0.71,1.0,3.857142857142857,7.0,1.0,2.142857142857143,4.0,0.0,0.0,0.0,0.7142857142857143,2.0,0.0
AddPartitionMessage.java,6.0,0.0,0.0,2.0,1.0,1.0,6.5,0.5,1.0,0.0,0.0,0.0,3.0,2.5,39.0,1.61,1.0,2.2857142857142856,5.0,1.0,1.9285714285714288,6.0,0.0,0.0,0.0,0.2142857142857142,1.0,0.0
AddPartitionReplicationTask.java,17.0,1.0,1.0,1.0,1.0,1.0,12.333333333333334,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.26,1.0,3.5,6.0,3.0,9.166666666666666,17.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
AddPartitionsRequest.java,11.0,1.0,1.0,3.0,2.0,2.2,12.0,0.0,6.0,3.0,1.0,2.0,17.0,1.4,15.4,0.06,0.0,3.709090909090909,13.0,1.0,3.618181818181818,23.0,0.0,0.0,0.0,0.5272727272727272,4.0,0.0
AddPartitionsResult.java,8.0,0.0,0.0,2.0,1.0,2.2,11.4,0.0,6.0,3.0,1.0,2.0,6.0,1.4,9.2,0.08,0.0,2.4285714285714284,9.0,0.0,3.085714285714286,13.0,0.0,0.0,0.0,0.8285714285714286,4.0,0.0
AddResourceProcessor.java,14.0,1.0,0.0,2.0,2.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.44,0.0,1.6666666666666667,5.0,0.0,6.333333333333333,16.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
Address.java,7.0,0.0,2.0,2.0,1.0,1.2222222222222223,9.333333333333334,0.2222222222222222,2.0,4.0,0.0,3.0,9.0,2.111111111111111,21.444444444444443,0.33,0.0,1.7107438016528926,11.0,0.0,2.3884297520661155,16.0,0.0,0.0,0.0,0.1900826446280991,4.0,0.0
Adjacency.java,10.0,0.0,1.0,3.0,1.0,2.2,12.2,0.0,6.0,3.0,1.0,2.0,11.0,1.4,13.0,0.09,0.0,3.142857142857143,9.0,0.0,3.107142857142857,18.0,0.0,0.0,0.0,0.5892857142857143,4.0,0.0
AdjacencyType.java,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.52,1.0,3.857142857142857,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.0
AdminAuthorizedServlet.java,10.0,0.0,2.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.29,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
AggrStats.java,9.0,0.0,1.0,2.0,1.0,1.7777777777777777,14.37037037037037,0.0,6.0,3.0,1.0,2.0,8.0,1.7037037037037035,37.66666666666666,0.08,0.0,2.3461538461538463,15.0,0.0,3.5,45.0,0.0,0.0,0.0,0.3733031674208145,5.0,0.0
AggrStatsInvalidatorFilter.java,14.0,0.0,2.0,3.0,2.0,1.5714285714285714,15.714285714285714,0.0,1.0,1.0,1.0,0.0,8.0,2.0,52.57142857142857,0.43,0.0,2.2628205128205128,11.0,0.0,2.923076923076923,21.0,0.0,0.0,0.0,0.358974358974359,5.0,0.0
AggregateDefinition.java,4.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,60.0,0.61,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AggregateIndexHandler.java,36.0,3.0,0.0,5.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.19,3.0,6.666666666666667,14.0,7.0,13.0,19.0,0.0,0.0,1.0,2.6666666666666665,4.0,0.0
AggregateStatsCache.java,18.0,0.0,3.0,3.0,2.0,1.3333333333333333,11.583333333333334,0.0,6.0,1.0,5.0,5.0,12.0,1.0,30.416666666666668,0.29,0.0,4.531914893617022,20.0,0.0,7.085106382978723,39.0,0.0,0.0,0.0,0.6170212765957447,6.0,0.0
AggregationDesc.java,5.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,79.0,0.21,1.0,4.428571428571429,15.0,1.0,2.7142857142857144,10.0,0.0,0.0,0.0,0.3333333333333333,2.0,1.0
AllVectorTypesRecord.java,36.0,5.0,15.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allocator.java,3.0,0.0,0.0,1.0,1.0,1.8571428571428568,7.428571428571429,0.0,2.0,0.0,5.0,0.0,1.0,1.0,27.642857142857142,2.2,0.0,3.0,12.0,0.0,2.7444444444444445,18.0,0.0,0.0,0.0,0.5444444444444444,5.0,0.0
AlreadyExistsException.java,7.0,0.0,1.0,2.0,1.0,2.2,9.2,0.0,6.0,3.0,1.0,2.0,5.0,1.6,10.0,0.09,0.0,3.296875,33.0,0.0,2.6875,9.0,0.0,0.0,0.0,0.6875,3.0,0.0
AlterDatabaseDesc.java,3.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,75.0,0.45,1.0,2.3,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AlterHandler.java,0.0,0.0,0.0,0.0,0.0,2.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,58.0,3.92,0.0,5.25,16.0,0.0,13.1875,70.0,0.0,1.0,0.0,2.0625,7.0,0.0
AlterIndexDesc.java,5.0,0.0,3.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,82.0,1.13,1.0,2.4166666666666665,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AlterIndexEvent.java,4.0,0.0,0.0,1.0,1.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,2.0,33.0,0.89,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AlterPartitionEvent.java,7.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,55.0,1.12,1.0,2.7142857142857144,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AlterPartitionMessage.java,5.0,0.0,0.0,2.0,1.0,1.0,6.5,0.5,1.0,0.0,0.0,0.0,3.0,2.5,39.0,1.4,1.0,2.142857142857143,4.0,1.0,1.9285714285714288,6.0,0.0,0.0,0.0,0.2142857142857142,1.0,0.0
AlterPartitionReplicationTask.java,12.0,1.0,0.0,1.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,25.0,0.33,0.0,3.5,6.0,1.0,10.25,17.0,0.0,0.0,0.0,0.0,0.0,0.0
AlterTableAlterPartDesc.java,4.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,50.0,0.88,1.0,1.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AlterTableDesc.java,6.0,0.0,3.0,1.0,1.0,2.0,18.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,95.0,0.69,1.0,2.08955223880597,6.0,1.0,1.1194029850746268,5.0,0.0,0.0,0.0,0.0149253731343283,1.0,1.0
